行政组织编码,行政组织名称,所属公司,组织单位,组织长名称,组织流程层级分类,物理层级,组织授权级别,组织授权级别命中规则,模拟授权级别
50954674,科技市场部,万物云城,万物云城,万物云_万物云城_营销中心_科技市场部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50961242,投资拓展与市场组,万物云城,万物云城,万物云_万物云城_理想之地PMO_投资拓展与市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50961243,业务支持组,万物云城,万物云城,万物云_万物云城_理想之地PMO_业务支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50961244,咨询与创建组,万物云城,万物云城,万物云_万物云城_理想之地PMO_咨询与创建组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50965749,市场联合工作部,万物云城,万物云城,万物云_万物云城_营销中心_市场联合工作部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974535,城市服务2.0PMO50974535,万物云城,万物云城,万物云_万物云城_云城本部经营组_城市服务2.0PMO50974535,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002088,云城研究院,万物云城,万物云城,万物云_万物云城_营销中心_云城研究院,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002356,城市服务2.0PMO,万物云城,万物云城,万物云_万物云城_云城本部经营组_城市服务2.0PMO,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55003726,产品研发组,万物云城,万物云城,万物云_万物云城_天秤产品业务部_产品研发组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55003727,市场运营组,万物云城,万物云城,万物云_万物云城_天秤产品业务部_市场运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004596,数字远程运营,万物云城,万物云城,万物云_万物云城_业务管理部_数字远程运营,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918380,Z沈阳三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z沈阳三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918419,Z长春三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z长春三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50918447,Z广州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z广州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50919331,Z天津三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z天津三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50919997,Z苏州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z苏州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50919998,Z上海三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z上海三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50919999,Z重庆三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z重庆三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920000,Z深圳三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z深圳三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920017,Z南京三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z南京三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920048,Z长沙三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z长沙三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920049,Z珠海三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z珠海三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920050,Z宁波三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z宁波三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920054,Z北京三和电梯有限公司,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z北京三和电梯有限公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920055,Z青岛三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z青岛三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920056,Z成都三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z成都三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920057,Z武汉三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z武汉三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920058,Z杭州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z杭州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920059,Z厦门三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z厦门三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920060,Z佛山三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z佛山三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920122,Z南宁三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z南宁三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920134,Z西安三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z西安三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920135,Z郑州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z郑州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920136,Z贵阳三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z贵阳三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920137,Z南昌三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z南昌三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920151,Z无锡三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z无锡三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920152,Z哈尔滨三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z哈尔滨三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920153,Z大连三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z大连三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920154,Z东莞三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z东莞三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920155,Z福州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z福州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920156,Z济南三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z济南三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920157,Z合肥三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z合肥三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920158,Z昆明三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z昆明三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920159,Z温州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z温州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50925225,Z贵阳三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z贵阳三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50925937,Z大连三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z大连三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927998,Z佛山三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z佛山三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927999,Z青岛三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z青岛三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928000,Z武汉三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z武汉三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928076,Z烟台三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z烟台三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928363,Z徐州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z徐州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50930998,Z扬州三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z扬州三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50940821,Z北京三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯_Z北京三和电梯,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50909819,安防机电运营中心华北区,安防机电运营中心华北区,万御安防,万物云_万御安防_万御安防科技公司_安防机电运营中心华北区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50909817,安防机电运营中心华东区,安防机电运营中心华东区,万御安防,万物云_万御安防_万御安防科技公司_安防机电运营中心华东区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50909818,安防机电运营中心华南区,安防机电运营中心华南区,万御安防,万物云_万御安防_万御安防科技公司_安防机电运营中心华南区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50909820,安防机电运营中心中西区,安防机电运营中心中西区,万御安防,万物云_万御安防_万御安防科技公司_安防机电运营中心中西区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927950,北京万御物保安公司,北京万御物保安公司,万御安防,万物云_万御安防_万御安防科技公司_北京万御物保安公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928741,东莞住区孤星项目,东莞万御保安服务有限公司,万御安防,万物云_万御安防_东莞万御保安服务有限公司_东莞住区孤星项目,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927799,福建万御保安公司,福建万御保安公司,万御安防,万物云_万御安防_万御安防科技公司_福建万御保安公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928390,三亚分公司,广东万御保安服务有限公司,万御安防,万物云_万御安防_广东万御保安服务有限公司_三亚分公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50929338,杭州耀安保安服务有限公司,杭州耀安保安服务有限公司,万御安防,万物云_万御安防_万御安防科技公司_杭州耀安保安服务有限公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928616,南通万物御安防科技有限公,南通万物御安防科技有限公,万御安防,万物云_万御安防_万御安防科技公司_南通万物御安防科技有限公,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50909821,万御本部,万御安防科技公司,万御安防,万物云_万御安防_万御安防科技公司_万御本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50959124,万御电梯本部,万御电梯,万御安防,万物云_万御安防_万御电梯_万御电梯本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50960714,万御电梯合肥公司,万御电梯合肥公司,万御安防,万物云_万御安防_万御电梯_万御电梯合肥公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928079,耀安佛山分公司,耀安佛山分公司,万御安防,万物云_万御安防_万御安防科技公司_耀安佛山分公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50929412,耀安广州分公司,耀安广州分公司,万御安防,万物云_万御安防_万御安防科技公司_耀安广州分公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50927800,耀安青岛分公司,耀安青岛分公司,万御安防,万物云_万御安防_万御安防科技公司_耀安青岛分公司,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50963207,朴邻运营中心,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部_朴邻运营中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50966388,业务运营部,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部_业务运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50966434,业务支持部,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部_业务支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004037,业务运营部,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部_业务运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004038,业务支持部,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部_业务支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005043,朴邻租赁服务中心,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部_朴邻租赁服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50924116,朴邻发展本部,万物为家,为家-朴邻,万物云_蝶城发展中心_万物为家_朴邻发展本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942411,朴邻北部业务部,万物为家,为家-朴邻,万物云_蝶城发展中心_万物为家_朴邻北部业务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942412,朴邻南部业务部,万物为家,为家-朴邻,万物云_蝶城发展中心_万物为家_朴邻南部业务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50925689,研选家运营中心,万物为家,为家-研选家,万物云_蝶城发展中心_万物为家_研选家运营中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50971749,支持平台,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_支持平台,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972518,北京战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_北京战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972519,东北战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_东北战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972520,华中战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_华中战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972521,南方战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_南方战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972522,上海战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_上海战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972523,西北战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_西北战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972524,西南战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517_西南战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972890,北京战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_北京战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972891,东北战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_东北战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972892,华中战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_华中战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972893,南方战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_南方战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972894,上海战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_上海战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972895,西北战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_西北战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50972896,西南战区,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部_西南战区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50914848,管理层,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_管理层,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50914852,产品研发与运营组,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_产品研发与运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50914853,规划发展与人力行政组,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_规划发展与人力行政组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50914854,组织运营组,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_组织运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50914855,流程与信息化组,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_流程与信息化组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50952409,财务与内控组,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_财务与内控组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50952503,市场与客户管理组,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部_市场与客户管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50941151,财务管理组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_财务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50941152,法务组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_法务组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50941774,流程信息组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_流程信息组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50941775,数据运营组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_数据运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50941777,创新组,资产经营中心,资产经营中心,万物云_资产经营中心_市场拓展部_创新组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50951448,投后工作组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_投后工作组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974386,财务组50974386,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_财务组50974386,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50974387,信息组50974387,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_信息组50974387,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002226,财务组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_财务组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002230,信息组,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部_信息组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002240,营运组,资产经营中心,资产经营中心,万物云_资产经营中心_商业管理部_营运组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002241,招商组,资产经营中心,资产经营中心,万物云_资产经营中心_商业管理部_招商组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002242,工程管理组,资产经营中心,资产经营中心,万物云_资产经营中心_产品工程部_工程管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002243,设计规划组,资产经营中心,资产经营中心,万物云_资产经营中心_产品工程部_设计规划组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002244,产品研究组,资产经营中心,资产经营中心,万物云_资产经营中心_产品工程部_产品研究组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
