行政组织编码,行政组织名称,所属公司,组织单位,组织长名称,组织流程层级分类,物理层级,组织授权级别,组织授权级别命中规则,刷新时间
55003998,幸福社区发展部,蝶城发展中心,蝶城发展中心,万物云_蝶城发展中心_幸福社区发展部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50924108,万物为家,万物为家,蝶城发展中心,万物云_蝶城发展中心_万物为家,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50900088,福讯信息,福讯信息,福讯信息,万物云_福讯信息,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50900093,筹备组,福讯信息,福讯信息,万物云_福讯信息_筹备组,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50907188,SaaS产品中心,福讯信息,福讯信息,万物云_福讯信息_SaaS产品中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50916856,管理层,福讯信息,福讯信息,万物云_福讯信息_管理层,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50943210,业务支持部,福讯信息,福讯信息,万物云_福讯信息_业务支持部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50943936,管理层,福讯信息,福讯信息,万物云_福讯信息_管理层,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50948074,福链数字,福讯信息,福讯信息,万物云_福讯信息_福链数字,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50960885,业务与解决方案,福讯信息,福讯信息,万物云_福讯信息_业务与解决方案,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50962783,支持中心,福讯信息,福讯信息,万物云_福讯信息_支持中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50963034,市场中心,福讯信息,福讯信息,万物云_福讯信息_市场中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50952375,万净环卫,万净环卫,万净环卫,万物云_万净环卫,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50952426,管理层,万净环卫,万净环卫,万物云_万净环卫_管理层,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50952427,质量与数字运营部,万净环卫,万净环卫,万物云_万净环卫_质量与数字运营部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50952428,装备智能部,万净环卫,万净环卫,万物云_万净环卫_装备智能部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50952429,财务及运营管理部,万净环卫,万净环卫,万物云_万净环卫_财务及运营管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50952430,人力资源与行政服务部,万净环卫,万净环卫,万物云_万净环卫_人力资源与行政服务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50961305,绿化业务部,万净环卫,万净环卫,万物云_万净环卫_绿化业务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50948498,A24福州第四分公司,A24福州第四分公司,万科物业,万物云_万科物业_A24福州第四分公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50657813,B04杭州第三分公司,B04杭州第三分公司,万科物业,万物云_万科物业_B04杭州第三分公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50501575,B08宁波第四分公司,B08宁波第四分公司,万科物业,万物云_万科物业_B08宁波第四分公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974828,B58上海第八分公司50974828,B58上海第八分公司50974828,万科物业,万物云_万科物业_B58上海第八分公司50974828,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974829,B63宁波第三分公司50974829,B63宁波第三分公司50974829,万科物业,万物云_万科物业_B63宁波第三分公司50974829,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50846652,C09吉林江城物业管理部,C09吉林江城物业管理部,万科物业,万物云_万科物业_C09吉林江城物业管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50846657,D14青岛环城物业管理部,D14青岛环城物业管理部,万科物业,万物云_万科物业_D14青岛环城物业管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50846658,D15济南临淄物业管理部,D15济南临淄物业管理部,万科物业,万物云_万科物业_D15济南临淄物业管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974830,E73合肥第三分公司50974830,E73合肥第三分公司50974830,万科物业,万物云_万科物业_E73合肥第三分公司50974830,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974831,F76中山第二分公司50974831,F76中山第二分公司50974831,万科物业,万物云_万科物业_F76中山第二分公司50974831,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974832,G58武汉第五分公司50974832,G58武汉第五分公司50974832,万科物业,万物云_万科物业_G58武汉第五分公司50974832,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974833,H58成都第六分公司50974833,H58成都第六分公司50974833,万科物业,万物云_万科物业_H58成都第六分公司50974833,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50923141,数字运营中心,数字运营中心,万科物业,万物云_万科物业_数字运营中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50927979,人力资源与行政服务部,万科物业,万科物业,万物云_万科物业_人力资源与行政服务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50927980,财务及运营管理部,万科物业,万科物业,万物云_万科物业_财务及运营管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50928001,开发商服务中心,万科物业,万科物业,万物云_万科物业_开发商服务中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50942330,万科物业,万科物业,万科物业,万物云_万科物业,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50942337,合作与服务发展部,万科物业,万科物业,万物云_万科物业_合作与服务发展部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50942444,管理层,万科物业,万科物业,万物云_万科物业_管理层,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50967441,资产运营部,万科物业,万科物业,万物云_万科物业_资产运营部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974316,万物智选发展中心50974316,万科物业,万科物业,万物云_万科物业_万物智选发展中心50974316,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002133,产品能力发展中心,万科物业,万科物业,万物云_万科物业_产品能力发展中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50968336,修缮业务发展中心,修缮业务发展中心,万科物业,万物云_万科物业_修缮业务发展中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50942335,业务管理中心,业务管理中心,万科物业,万物云_万科物业_业务管理中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50942336,住宅项目孵化中心,住宅项目孵化中心,万科物业,万物云_万科物业_住宅项目孵化中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50847600,万物梁行本部,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50922299,大鹏项目接轨项目组,大鹏项目接轨项目组,万物云城,万物云_万物云城_大鹏项目接轨项目组,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50945920,济南福仁置业有限公司,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50950307,汕尾市善城万物城资,汕尾市善城万物城资,万物云城,万物云_万物云城_汕尾市善城万物城资,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50927787,深圳南头分公司,深圳南头分公司,万物云城,万物云_万物云城_深圳南头分公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50920695,深圳坪山公司,深圳坪山公司,万物云城,万物云_万物云城_深圳坪山公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50974793,通万城资50974793,通万城资50974793,万物云城,万物云_万物云城_通万城资50974793,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50917671,万物云城,万物云城,万物云城,万物云_万物云城,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50918135,万物云城本部,万物云城,万物云城,万物云_万物云城_万物云城本部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50924799,江门人才岛城资公司,万物云城,万物云城,万物云_万物云城_江门人才岛城资公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50925085,东莞水乡城资,万物云城,万物云城,万物云_万物云城_东莞水乡城资,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50925258,扬州万新城市运营,万物云城,万物云城,万物云_万物云城_扬州万新城市运营,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50925826,深圳机场物业,万物云城,万物云城,万物云_万物云城_深圳机场物业,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50925867,营销中心,万物云城,万物云城,万物云_万物云城_营销中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50925869,投资经营中心,万物云城,万物云城,万物云_万物云城_投资经营中心,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50925870,人力资源与行政服务部,万物云城,万物云城,万物云_万物云城_人力资源与行政服务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50946407,财务及运营管理部,万物云城,万物云城,万物云_万物云城_财务及运营管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50946757,华东专项工作组,万物云城,万物云城,万物云_万物云城_华东专项工作组,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50950530,南昌TOD筹备组,万物云城,万物云城,万物云_万物云城_南昌TOD筹备组,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50954417,业务管理部,万物云城,万物云城,万物云_万物云城_业务管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50959152,理想之地PMO,万物云城,万物云城,万物云_万物云城_理想之地PMO,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50960219,云城本部经营组,万物云城,万物云城,万物云_万物云城_云城本部经营组,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002787,天秤产品业务部,万物云城,万物云城,万物云_万物云城_天秤产品业务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50906339,Z浙江三和电梯,Z浙江三和电梯,万御安防,万物云_万御安防_Z浙江三和电梯,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50928511,东莞万御保安服务有限公司,东莞万御保安服务有限公司,万御安防,万物云_万御安防_东莞万御保安服务有限公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50928204,广东万御保安服务有限公司,广东万御保安服务有限公司,万御安防,万物云_万御安防_广东万御保安服务有限公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50919596,万御安防,万御安防,万御安防,万物云_万御安防,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50909853,万御安防科技公司,万御安防科技公司,万御安防,万物云_万御安防_万御安防科技公司,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50959123,万御电梯,万御电梯,万御安防,万物云_万御安防_万御电梯,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002772,万物为家朴邻发展业务部,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55003999,万物为家朴邻发展业务部,蝶城发展中心,为家-朴邻,万物云_蝶城发展中心_万物为家朴邻发展业务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50914019,祥盈企服,祥盈企服,祥盈企服,万物云_祥盈企服,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50916158,企业服务事业部本部,祥盈企服,祥盈企服,万物云_祥盈企服_企业服务事业部本部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50972517,房修业务部50972517,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部50972517,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50972889,房修业务部,祥盈企服,祥盈企服,万物云_祥盈企服_房修业务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50916502,业务支持部,业务支持部,祥盈企服,万物云_祥盈企服_业务支持部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50941150,人力资源与行政服务部,资产经营中心,资产经营中心,万物云_资产经营中心_人力资源与行政服务部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50941776,市场拓展部,资产经营中心,资产经营中心,万物云_资产经营中心_市场拓展部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50951512,品牌及会员部,资产经营中心,资产经营中心,万物云_资产经营中心_品牌及会员部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
50962768,财务管理部,资产经营中心,资产经营中心,万物云_资产经营中心_财务管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002005,资产经营中心,资产经营中心,资产经营中心,万物云_资产经营中心,业务单元本部,2,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002006,管理层,资产经营中心,资产经营中心,万物云_资产经营中心_管理层,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002225,资产管理部,资产经营中心,资产经营中心,万物云_资产经营中心_资产管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002227,商业管理部,资产经营中心,资产经营中心,万物云_资产经营中心_商业管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002228,产品工程部,资产经营中心,资产经营中心,万物云_资产经营中心_产品工程部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
55002229,成本管理部,资产经营中心,资产经营中心,万物云_资产经营中心_成本管理部,业务单元本部,3,二级授权,process_level_category:业务单元本部_and_physical_level:lte_3,2026-03-21 16:40:47.619028+08:00
